# parameters
version_bit_string:13816762181795971082,seed:5489,burn_in:100000,num_iter:1000000,stats_thin:1000,block_penalty:50,prior_rate_mean:1,window_size:50,partition_length:4001,overlap_length:200,pade_resolution:10,pade_max:1000,max_lk_start:0.001,max_lk_resolution:0.001,num_snps:1382,num_snp_partitions:1,num_samps:1000
# left_snp right_snp mean p0.025 p0.500 p0.975
0 1 3.8266e+00 2.7914e+00 3.8757e+00 4.3816e+00
1 2 3.8266e+00 2.7914e+00 3.8757e+00 4.3816e+00
2 3 3.8266e+00 2.7914e+00 3.8757e+00 4.3816e+00
3 4 3.8266e+00 2.7914e+00 3.8757e+00 4.3816e+00
4 5 3.8266e+00 2.7914e+00 3.8757e+00 4.3816e+00
5 6 3.8266e+00 2.7914e+00 3.8757e+00 4.3816e+00
6 7 3.8266e+00 2.7914e+00 3.8757e+00 4.3816e+00
7 8 3.8266e+00 2.7914e+00 3.8757e+00 4.3816e+00
8 9 3.8266e+00 2.7914e+00 3.8757e+00 4.3816e+00
9 10 3.8266e+00 2.7914e+00 3.8757e+00 4.3816e+00
10 11 3.8266e+00 2.7914e+00 3.8757e+00 4.3816e+00
11 12 3.8266e+00 2.7914e+00 3.8757e+00 4.3816e+00
12 13 3.8266e+00 2.7914e+00 3.8757e+00 4.3816e+00
13 14 3.8266e+00 2.7914e+00 3.8757e+00 4.3816e+00
14 15 3.8266e+00 2.7914e+00 3.8757e+00 4.3816e+00
15 16 3.8266e+00 2.7914e+00 3.8757e+00 4.3816e+00
16 17 3.8266e+00 2.7914e+00 3.8757e+00 4.3816e+00
17 18 3.8266e+00 2.7914e+00 3.8757e+00 4.3816e+00
18 19 3.8266e+00 2.7914e+00 3.8757e+00 4.3816e+00
19 20 3.8266e+00 2.7914e+00 3.8757e+00 4.3816e+00
20 21 3.8266e+00 2.7914e+00 3.8757e+00 4.3816e+00
21 22 3.8266e+00 2.7914e+00 3.8757e+00 4.3816e+00
22 23 3.8266e+00 2.7914e+00 3.8757e+00 4.3816e+00
23 24 3.8266e+00 2.7914e+00 3.8757e+00 4.3816e+00
24 25 3.8266e+00 2.7914e+00 3.8757e+00 4.3816e+00
25 26 3.8266e+00 2.7914e+00 3.8757e+00 4.3816e+00
26 27 3.8266e+00 2.7914e+00 3.8757e+00 4.3816e+00
27 28 3.8266e+00 2.7914e+00 3.8757e+00 4.3816e+00
28 29 3.8266e+00 2.7914e+00 3.8757e+00 4.3816e+00
29 30 3.8266e+00 2.7914e+00 3.8757e+00 4.3816e+00
30 31 3.8266e+00 2.7914e+00 3.8757e+00 4.3816e+00
31 32 3.8266e+00 2.7914e+00 3.8757e+00 4.3816e+00
32 33 3.8266e+00 2.7914e+00 3.8757e+00 4.3816e+00
33 34 3.8266e+00 2.7914e+00 3.8757e+00 4.3816e+00
34 35 3.8266e+00 2.7914e+00 3.8757e+00 4.3816e+00
35 36 3.8266e+00 2.7914e+00 3.8757e+00 4.3816e+00
36 37 3.8266e+00 2.7914e+00 3.8757e+00 4.3816e+00
37 38 3.8266e+00 2.7914e+00 3.8757e+00 4.3816e+00
