# parameters
version_bit_string:13816762181795971082,seed:5489,burn_in:100000,num_iter:1000000,stats_thin:1000,block_penalty:50,prior_rate_mean:1,window_size:50,partition_length:4001,overlap_length:200,pade_resolution:10,pade_max:1000,max_lk_start:0.001,max_lk_resolution:0.001,num_snps:1703,num_snp_partitions:1,num_samps:1000
# left_snp right_snp mean p0.025 p0.500 p0.975
0 1 8.6950e+00 8.0101e+00 8.6108e+00 9.0509e+00
1 2 8.6950e+00 8.0101e+00 8.6108e+00 9.0509e+00
2 3 8.6950e+00 8.0101e+00 8.6108e+00 9.0509e+00
3 4 8.6950e+00 8.0101e+00 8.6108e+00 9.0509e+00
4 5 8.6950e+00 8.0101e+00 8.6108e+00 9.0509e+00
5 6 8.6950e+00 8.0101e+00 8.6108e+00 9.0509e+00
6 7 8.6950e+00 8.0101e+00 8.6108e+00 9.0509e+00
7 8 8.6950e+00 8.0101e+00 8.6108e+00 9.0509e+00
8 9 8.6950e+00 8.0101e+00 8.6108e+00 9.0509e+00
9 10 8.6950e+00 8.0101e+00 8.6108e+00 9.0509e+00
10 11 8.6950e+00 8.0101e+00 8.6108e+00 9.0509e+00
11 12 8.6950e+00 8.0101e+00 8.6108e+00 9.0509e+00
12 13 8.6950e+00 8.0101e+00 8.6108e+00 9.0509e+00
13 14 8.6950e+00 8.0101e+00 8.6108e+00 9.0509e+00
14 15 8.6950e+00 8.0101e+00 8.6108e+00 9.0509e+00
15 16 8.6950e+00 8.0101e+00 8.6108e+00 9.0509e+00
16 17 8.6950e+00 8.0101e+00 8.6108e+00 9.0509e+00
17 18 8.6950e+00 8.0101e+00 8.6108e+00 9.0509e+00
18 19 8.6950e+00 8.0101e+00 8.6108e+00 9.0509e+00
19 20 8.6950e+00 8.0101e+00 8.6108e+00 9.0509e+00
20 21 8.6950e+00 8.0101e+00 8.6108e+00 9.0509e+00
21 22 8.6950e+00 8.0101e+00 8.6108e+00 9.0509e+00
22 23 8.6950e+00 8.0101e+00 8.6108e+00 9.0509e+00
23 24 8.6950e+00 8.0101e+00 8.6108e+00 9.0509e+00
24 25 8.6950e+00 8.0101e+00 8.6108e+00 9.0509e+00
25 26 8.6950e+00 8.0101e+00 8.6108e+00 9.0509e+00
26 27 8.6950e+00 8.0101e+00 8.6108e+00 9.0509e+00
27 28 8.6950e+00 8.0101e+00 8.6108e+00 9.0509e+00
28 29 8.6950e+00 8.0101e+00 8.6108e+00 9.0509e+00
29 30 8.6950e+00 8.0101e+00 8.6108e+00 9.0509e+00
30 31 8.6950e+00 8.0101e+00 8.6108e+00 9.0509e+00
31 32 8.6950e+00 8.0101e+00 8.6108e+00 9.0509e+00
32 33 8.6950e+00 8.0101e+00 8.6108e+00 9.0509e+00
33 34 8.6950e+00 8.0101e+00 8.6108e+00 9.0509e+00
34 35 8.6950e+00 8.0101e+00 8.6108e+00 9.0509e+00
35 36 8.6950e+00 8.0101e+00 8.6108e+00 9.0509e+00
36 37 8.6950e+00 8.0101e+00 8.6108e+00 9.0509e+00
37 38 8.6950e+00 8.0101e+00 8.6108e+00 9.0509e+00
38 39 8.6950e+00 8.0101e+00 8.6108e+00 9.0509e+00
39 40 8.6950e+00 8.0101e+00 8.6108e+00 9.0509e+00
40 41 8.6950e+00 8.0101e+00 8.6108e+00 9.0509e+00
41 42 8.6950e+00 8.0101e+00 8.6108e+00 9.0509e+00
42 43 8.6950e+00 8.0101e+00 8.6108e+00 9.0509e+00
43 44 8.6950e+00 8.0101e+00 8.6108e+00 9.0509e+00
44 45 8.6950e+00 8.0101e+00 8.6108e+00 9.0509e+00
45 46 8.6950e+00 8.0101e+00 8.6108e+00 9.0509e+00
46 47 8.6950e+00 8.0101e+00 8.6108e+00 9.0509e+00
47 48 8.6950e+00 8.0101e+00 8.6108e+00 9.0509e+00
48 49 8.6950e+00 8.0101e+00 8.6108e+00 9.0509e+00
49 50 8.6950e+00 8.0101e+00 8.6108e+00 9.0509e+00
50 51 8.6950e+00 8.0101e+00 8.6108e+00 9.0509e+00
51 52 8.6950e+00 8.0101e+00 8.6108e+00 9.0509e+00
52 53 8.6950e+00 8.0101e+00 8.6108e+00 9.0509e+00
53 54 8.6950e+00 8.0101e+00 8.6108e+00 9.0509e+00
54 55 8.6950e+00 8.0101e+00 8.6108e+00 9.0509e+00
55 56 8.6950e+00 8.0101e+00 8.6108e+00 9.0509e+00
56 57 8.6950e+00 8.0101e+00 8.6108e+00 9.0509e+00
57 58 8.6950e+00 8.0101e+00 8.6108e+00 9.0509e+00
58 59 8.6950e+00 8.0101e+00 8.6108e+00 9.0509e+00
59 60 8.6950e+00 8.0101e+00 8.6108e+00 9.0509e+00
60 61 8.6950e+00 8.0101e+00 8.6108e+00 9.0509e+00
61 62 8.6950e+00 8.0101e+00 8.6108e+00 9.0509e+00
62 63 8.6950e+00 8.0101e+00 8.6108e+00 9.0509e+00
63 64 8.6950e+00 8.0101e+00 8.6108e+00 9.0509e+00
