# parameters
version_bit_string:13816762181795971082,seed:5489,burn_in:100000,num_iter:1000000,stats_thin:1000,block_penalty:50,prior_rate_mean:1,window_size:50,partition_length:4001,overlap_length:200,pade_resolution:10,pade_max:1000,max_lk_start:0.001,max_lk_resolution:0.001,num_snps:785,num_snp_partitions:1,num_samps:1000
# left_snp right_snp mean p0.025 p0.500 p0.975
6 11 7.0132e+00 6.5345e+00 7.0266e+00 7.3498e+00
11 12 7.0132e+00 6.5345e+00 7.0266e+00 7.3498e+00
12 13 7.0132e+00 6.5345e+00 7.0266e+00 7.3498e+00
13 14 7.0132e+00 6.5345e+00 7.0266e+00 7.3498e+00
14 15 7.0132e+00 6.5345e+00 7.0266e+00 7.3498e+00
15 16 7.0132e+00 6.5345e+00 7.0266e+00 7.3498e+00
16 17 7.0132e+00 6.5345e+00 7.0266e+00 7.3498e+00
17 18 7.0132e+00 6.5345e+00 7.0266e+00 7.3498e+00
18 19 7.0132e+00 6.5345e+00 7.0266e+00 7.3498e+00
19 20 7.0132e+00 6.5345e+00 7.0266e+00 7.3498e+00
20 21 7.0132e+00 6.5345e+00 7.0266e+00 7.3498e+00
21 22 7.0132e+00 6.5345e+00 7.0266e+00 7.3498e+00
22 23 7.0132e+00 6.5345e+00 7.0266e+00 7.3498e+00
23 24 7.0132e+00 6.5345e+00 7.0266e+00 7.3498e+00
24 25 7.0132e+00 6.5345e+00 7.0266e+00 7.3498e+00
25 26 7.0132e+00 6.5345e+00 7.0266e+00 7.3498e+00
26 27 7.0132e+00 6.5345e+00 7.0266e+00 7.3498e+00
27 28 7.0132e+00 6.5345e+00 7.0266e+00 7.3498e+00
28 29 7.0132e+00 6.5345e+00 7.0266e+00 7.3498e+00
29 30 7.0132e+00 6.5345e+00 7.0266e+00 7.3498e+00
30 31 7.0132e+00 6.5345e+00 7.0266e+00 7.3498e+00
31 32 7.0132e+00 6.5345e+00 7.0266e+00 7.3498e+00
32 34 7.0132e+00 6.5345e+00 7.0266e+00 7.3498e+00
34 35 7.0132e+00 6.5345e+00 7.0266e+00 7.3498e+00
35 36 7.0132e+00 6.5345e+00 7.0266e+00 7.3498e+00
36 37 7.0132e+00 6.5345e+00 7.0266e+00 7.3498e+00
37 38 7.0132e+00 6.5345e+00 7.0266e+00 7.3498e+00
38 39 7.0132e+00 6.5345e+00 7.0266e+00 7.3498e+00
39 40 7.0132e+00 6.5345e+00 7.0266e+00 7.3498e+00
40 41 7.0132e+00 6.5345e+00 7.0266e+00 7.3498e+00
41 42 7.0132e+00 6.5345e+00 7.0266e+00 7.3498e+00
42 43 7.0132e+00 6.5345e+00 7.0266e+00 7.3498e+00
43 44 7.0132e+00 6.5345e+00 7.0266e+00 7.3498e+00
44 45 7.0132e+00 6.5345e+00 7.0266e+00 7.3498e+00
45 46 7.0132e+00 6.5345e+00 7.0266e+00 7.3498e+00
46 47 7.0132e+00 6.5345e+00 7.0266e+00 7.3498e+00
47 48 7.0132e+00 6.5345e+00 7.0266e+00 7.3498e+00
48 49 7.0132e+00 6.5345e+00 7.0266e+00 7.3498e+00
49 50 7.0132e+00 6.5345e+00 7.0266e+00 7.3498e+00
50 51 7.0132e+00 6.5345e+00 7.0266e+00 7.3498e+00
51 52 7.0132e+00 6.5345e+00 7.0266e+00 7.3498e+00
52 53 7.0132e+00 6.5345e+00 7.0266e+00 7.3498e+00
53 54 7.0132e+00 6.5345e+00 7.0266e+00 7.3498e+00
54 55 7.0132e+00 6.5345e+00 7.0266e+00 7.3498e+00
55 56 7.0132e+00 6.5345e+00 7.0266e+00 7.3498e+00
56 57 7.0132e+00 6.5345e+00 7.0266e+00 7.3498e+00
57 58 7.0132e+00 6.5345e+00 7.0266e+00 7.3498e+00
58 59 7.0132e+00 6.5345e+00 7.0266e+00 7.3498e+00
59 60 7.0132e+00 6.5345e+00 7.0266e+00 7.3498e+00
60 61 7.0132e+00 6.5345e+00 7.0266e+00 7.3498e+00
61 62 7.0132e+00 6.5345e+00 7.0266e+00 7.3498e+00
62 63 7.0132e+00 6.5345e+00 7.0266e+00 7.3498e+00
63 64 7.0132e+00 6.5345e+00 7.0266e+00 7.3498e+00
64 65 7.0132e+00 6.5345e+00 7.0266e+00 7.3498e+00
65 66 7.0132e+00 6.5345e+00 7.0266e+00 7.3498e+00
66 67 7.0132e+00 6.5345e+00 7.0266e+00 7.3498e+00
67 68 7.0132e+00 6.5345e+00 7.0266e+00 7.3498e+00
68 69 7.0132e+00 6.5345e+00 7.0266e+00 7.3498e+00
69 70 7.0132e+00 6.5345e+00 7.0266e+00 7.3498e+00
70 71 7.0132e+00 6.5345e+00 7.0266e+00 7.3498e+00
71 72 7.0132e+00 6.5345e+00 7.0266e+00 7.3498e+00
72 73 7.0132e+00 6.5345e+00 7.0266e+00 7.3498e+00
73 74 7.0132e+00 6.5345e+00 7.0266e+00 7.3498e+00
74 75 7.0132e+00 6.5345e+00 7.0266e+00 7.3498e+00
75 76 7.0132e+00 6.5345e+00 7.0266e+00 7.3498e+00
76 77 7.0132e+00 6.5345e+00 7.0266e+00 7.3498e+00
77 79 7.0132e+00 6.5345e+00 7.0266e+00 7.3498e+00
79 80 7.0132e+00 6.5345e+00 7.0266e+00 7.3498e+00
80 81 7.0132e+00 6.5345e+00 7.0266e+00 7.3498e+00
81 82 7.0132e+00 6.5345e+00 7.0266e+00 7.3498e+00
82 83 7.0132e+00 6.5345e+00 7.0266e+00 7.3498e+00
83 84 7.0132e+00 6.5345e+00 7.0266e+00 7.3498e+00
84 85 7.0132e+00 6.5345e+00 7.0266e+00 7.3498e+00
85 86 7.0132e+00 6.5345e+00 7.0266e+00 7.3498e+00
86 87 7.0132e+00 6.5345e+00 7.0266e+00 7.3498e+00
87 88 7.0132e+00 6.5345e+00 7.0266e+00 7.3498e+00
88 89 7.0132e+00 6.5345e+00 7.0266e+00 7.3498e+00
89 90 7.0132e+00 6.5345e+00 7.0266e+00 7.3498e+00
90 91 7.0132e+00 6.5345e+00 7.0266e+00 7.3498e+00
91 92 7.0132e+00 6.5345e+00 7.0266e+00 7.3498e+00
92 93 7.0132e+00 6.5345e+00 7.0266e+00 7.3498e+00
93 94 7.0132e+00 6.5345e+00 7.0266e+00 7.3498e+00
94 95 7.0132e+00 6.5345e+00 7.0266e+00 7.3498e+00
95 96 7.0132e+00 6.5345e+00 7.0266e+00 7.3498e+00
96 97 7.0132e+00 6.5345e+00 7.0266e+00 7.3498e+00
97 98 7.0132e+00 6.5345e+00 7.0266e+00 7.3498e+00
98 99 7.0132e+00 6.5345e+00 7.0266e+00 7.3498e+00
99 100 7.0132e+00 6.5345e+00 7.0266e+00 7.3498e+00
100 101 7.0132e+00 6.5345e+00 7.0266e+00 7.3498e+00
101 102 7.0132e+00 6.5345e+00 7.0266e+00 7.3498e+00
102 103 7.0132e+00 6.5345e+00 7.0266e+00 7.3498e+00
103 104 7.0132e+00 6.5345e+00 7.0266e+00 7.3498e+00
104 105 7.0132e+00 6.5345e+00 7.0266e+00 7.3498e+00
105 106 7.0132e+00 6.5345e+00 7.0266e+00 7.3498e+00
106 107 7.0132e+00 6.5345e+00 7.0266e+00 7.3498e+00
107 108 7.0132e+00 6.5345e+00 7.0266e+00 7.3498e+00
108 109 7.0132e+00 6.5345e+00 7.0266e+00 7.3498e+00
109 110 7.0132e+00 6.5345e+00 7.0266e+00 7.3498e+00
110 111 7.0132e+00 6.5345e+00 7.0266e+00 7.3498e+00
111 112 7.0132e+00 6.5345e+00 7.0266e+00 7.3498e+00
112 113 7.0132e+00 6.5345e+00 7.0266e+00 7.3498e+00
113 114 7.0132e+00 6.5345e+00 7.0266e+00 7.3498e+00
114 115 7.0132e+00 6.5345e+00 7.0266e+00 7.3498e+00
115 116 7.0132e+00 6.5345e+00 7.0266e+00 7.3498e+00
116 117 7.0132e+00 6.5345e+00 7.0266e+00 7.3498e+00
117 118 7.0132e+00 6.5345e+00 7.0266e+00 7.3498e+00
118 119 7.0132e+00 6.5345e+00 7.0266e+00 7.3498e+00
119 120 7.0132e+00 6.5345e+00 7.0266e+00 7.3498e+00
120 121 7.0132e+00 6.5345e+00 7.0266e+00 7.3498e+00
121 122 7.0132e+00 6.5345e+00 7.0266e+00 7.3498e+00
122 123 7.0132e+00 6.5345e+00 7.0266e+00 7.3498e+00
123 124 7.0132e+00 6.5345e+00 7.0266e+00 7.3498e+00
124 125 7.0132e+00 6.5345e+00 7.0266e+00 7.3498e+00
125 126 7.0132e+00 6.5345e+00 7.0266e+00 7.3498e+00
126 127 7.0132e+00 6.5345e+00 7.0266e+00 7.3498e+00
127 128 7.0132e+00 6.5345e+00 7.0266e+00 7.3498e+00
128 129 7.0132e+00 6.5345e+00 7.0266e+00 7.3498e+00
129 130 7.0132e+00 6.5345e+00 7.0266e+00 7.3498e+00
130 131 7.0132e+00 6.5345e+00 7.0266e+00 7.3498e+00
131 132 7.0132e+00 6.5345e+00 7.0266e+00 7.3498e+00
132 133 7.0132e+00 6.5345e+00 7.0266e+00 7.3498e+00
133 135 7.0132e+00 6.5345e+00 7.0266e+00 7.3498e+00
135 136 7.0132e+00 6.5345e+00 7.0266e+00 7.3498e+00
136 137 7.0132e+00 6.5345e+00 7.0266e+00 7.3498e+00
137 138 7.0132e+00 6.5345e+00 7.0266e+00 7.3498e+00
138 139 7.0132e+00 6.5345e+00 7.0266e+00 7.3498e+00
139 140 7.0132e+00 6.5345e+00 7.0266e+00 7.3498e+00
140 141 7.0132e+00 6.5345e+00 7.0266e+00 7.3498e+00
141 142 7.0132e+00 6.5345e+00 7.0266e+00 7.3498e+00
