# parameters
version_bit_string:13816762181795971082,seed:5489,burn_in:100000,num_iter:1000000,stats_thin:1000,block_penalty:50,prior_rate_mean:1,window_size:50,partition_length:4001,overlap_length:200,pade_resolution:10,pade_max:1000,max_lk_start:0.001,max_lk_resolution:0.001,num_snps:883,num_snp_partitions:1,num_samps:1000
# left_snp right_snp mean p0.025 p0.500 p0.975
0 1 5.0620e+00 5.0032e+00 5.0581e+00 5.1415e+00
1 2 5.0620e+00 5.0032e+00 5.0581e+00 5.1415e+00
2 3 5.0620e+00 5.0032e+00 5.0581e+00 5.1415e+00
3 4 5.0620e+00 5.0032e+00 5.0581e+00 5.1415e+00
4 5 5.0620e+00 5.0032e+00 5.0581e+00 5.1415e+00
5 6 5.0620e+00 5.0032e+00 5.0581e+00 5.1415e+00
6 7 5.0620e+00 5.0032e+00 5.0581e+00 5.1415e+00
7 8 5.0620e+00 5.0032e+00 5.0581e+00 5.1415e+00
8 9 5.0620e+00 5.0032e+00 5.0581e+00 5.1415e+00
9 10 5.0620e+00 5.0032e+00 5.0581e+00 5.1415e+00
10 11 5.0620e+00 5.0032e+00 5.0581e+00 5.1415e+00
11 12 5.0620e+00 5.0032e+00 5.0581e+00 5.1415e+00
12 13 5.0620e+00 5.0032e+00 5.0581e+00 5.1415e+00
13 14 5.0620e+00 5.0032e+00 5.0581e+00 5.1415e+00
14 15 5.0620e+00 5.0032e+00 5.0581e+00 5.1415e+00
15 16 5.0620e+00 5.0032e+00 5.0581e+00 5.1415e+00
16 17 5.0620e+00 5.0032e+00 5.0581e+00 5.1415e+00
17 18 5.0620e+00 5.0032e+00 5.0581e+00 5.1415e+00
18 19 5.0620e+00 5.0032e+00 5.0581e+00 5.1415e+00
19 20 5.0620e+00 5.0032e+00 5.0581e+00 5.1415e+00
20 21 5.0620e+00 5.0032e+00 5.0581e+00 5.1415e+00
21 22 5.0620e+00 5.0032e+00 5.0581e+00 5.1415e+00
22 23 5.0620e+00 5.0032e+00 5.0581e+00 5.1415e+00
23 24 5.0620e+00 5.0032e+00 5.0581e+00 5.1415e+00
24 25 5.0620e+00 5.0032e+00 5.0581e+00 5.1415e+00
25 26 5.0620e+00 5.0032e+00 5.0581e+00 5.1415e+00
26 27 5.0620e+00 5.0032e+00 5.0581e+00 5.1415e+00
27 28 5.0620e+00 5.0032e+00 5.0581e+00 5.1415e+00
28 29 5.0620e+00 5.0032e+00 5.0581e+00 5.1415e+00
29 30 5.0620e+00 5.0032e+00 5.0581e+00 5.1415e+00
30 31 5.0620e+00 5.0032e+00 5.0581e+00 5.1415e+00
31 32 5.0620e+00 5.0032e+00 5.0581e+00 5.1415e+00
32 33 5.0620e+00 5.0032e+00 5.0581e+00 5.1415e+00
33 34 5.0620e+00 5.0032e+00 5.0581e+00 5.1415e+00
