# parameters
version_bit_string:13816762181795971082,seed:5489,burn_in:100000,num_iter:1000000,stats_thin:1000,block_penalty:50,prior_rate_mean:1,window_size:50,partition_length:4001,overlap_length:200,pade_resolution:10,pade_max:1000,max_lk_start:0.001,max_lk_resolution:0.001,num_snps:539,num_snp_partitions:1,num_samps:1000
# left_snp right_snp mean p0.025 p0.500 p0.975
0 1 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
1 2 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
2 3 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
3 4 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
4 5 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
5 6 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
6 7 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
7 8 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
8 9 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
9 10 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
10 11 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
11 12 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
12 13 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
13 14 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
14 15 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
15 16 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
16 17 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
17 18 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
18 19 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
19 20 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
20 21 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
21 22 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
22 23 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
23 24 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
24 25 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
25 26 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
26 27 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
27 28 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
28 29 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
29 30 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
30 31 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
31 32 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
32 33 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
33 34 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
34 35 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
35 36 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
36 37 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
37 38 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
38 39 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
39 40 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
40 41 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
41 42 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
42 43 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
43 44 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
44 45 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
45 46 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
46 47 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
47 48 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
48 50 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
50 51 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
51 52 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
52 53 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
53 54 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
54 55 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
55 56 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
56 57 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
57 58 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
58 59 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
59 60 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
60 61 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
61 62 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
62 63 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
63 64 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
64 65 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
65 66 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
66 67 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
67 68 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
68 69 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
69 70 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
70 71 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
71 72 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
72 73 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
73 74 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
74 75 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
75 76 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
76 77 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
77 78 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
78 79 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
79 80 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
80 81 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
81 82 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
82 83 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
83 84 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
84 85 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
85 86 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
86 87 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
87 88 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
88 89 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
89 90 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
90 91 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
91 92 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
92 93 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
93 94 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
94 95 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
95 96 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
96 97 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
97 98 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
98 101 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
101 102 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
102 103 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
103 104 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
104 105 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
105 106 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
106 107 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
107 108 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
108 109 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
109 110 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
110 111 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
111 112 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
112 113 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
113 114 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
114 115 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
115 116 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
116 117 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
117 118 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
118 119 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
119 120 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
120 121 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
121 122 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
122 123 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
123 124 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
124 125 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
125 126 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
126 127 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
127 128 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
128 129 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
129 130 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
130 131 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
131 132 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
132 133 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
133 134 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
134 135 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
135 136 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
136 137 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
137 138 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
138 139 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
139 140 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
140 141 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
141 143 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
143 144 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
144 145 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
145 146 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
146 147 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
147 148 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
148 149 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
149 150 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
150 151 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
151 153 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
153 154 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
154 155 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
155 156 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
156 157 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
157 158 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
158 160 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
160 161 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
161 162 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
162 163 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
163 164 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
164 166 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
166 167 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
167 168 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
168 169 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
169 171 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
171 172 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
172 173 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
173 174 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
174 175 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
175 176 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
176 177 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
177 178 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
178 179 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
179 180 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
180 183 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
183 184 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
184 185 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
185 186 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
186 187 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
187 188 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
188 189 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
189 190 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
190 191 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
191 192 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
192 193 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
193 194 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
194 196 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
196 198 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
198 199 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
199 200 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
200 201 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
201 202 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
202 203 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
203 204 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
204 205 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
205 206 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
206 207 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
207 208 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
208 209 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
209 210 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
210 211 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
211 212 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
212 213 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
213 214 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
214 215 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
215 216 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
216 217 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
217 218 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
218 219 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
219 220 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
220 221 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
221 222 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
222 223 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
223 224 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
224 225 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
225 226 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
226 227 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
227 228 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
228 229 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
229 230 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
230 231 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
231 232 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
232 233 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
233 234 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
234 235 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
235 236 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
236 237 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
237 238 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
238 239 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
239 240 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
240 241 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
241 242 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
242 243 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
243 244 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
244 245 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
245 246 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
246 247 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
247 248 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
248 249 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
249 250 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
250 251 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
251 252 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
252 253 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
253 254 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
254 255 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
255 256 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
256 257 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
257 258 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
258 259 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
259 260 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
260 261 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
261 262 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
262 263 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
263 264 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
264 265 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
265 266 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
266 267 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
267 268 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
268 269 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
269 270 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
270 271 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
271 272 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
272 273 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
273 274 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
274 275 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
275 276 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
276 277 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
277 278 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
278 279 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
279 280 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
280 281 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
281 282 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
282 283 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
283 284 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
284 285 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
285 286 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
286 287 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
287 288 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
288 289 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
289 290 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
290 291 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
291 292 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
292 293 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
293 294 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
294 295 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
295 296 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
296 297 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
297 298 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
298 299 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
299 300 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
300 301 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
301 302 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
302 303 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
303 304 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
304 305 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
305 306 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
306 307 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
307 308 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
308 309 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
309 310 5.6844e+00 5.2926e+00 5.7045e+00 6.0758e+00
310 311 2.9576e-02 4.7530e-03 2.7486e-02 6.1555e-02
311 312 2.9576e-02 4.7530e-03 2.7486e-02 6.1555e-02
312 313 2.9576e-02 4.7530e-03 2.7486e-02 6.1555e-02
313 314 2.9576e-02 4.7530e-03 2.7486e-02 6.1555e-02
314 315 2.9576e-02 4.7530e-03 2.7486e-02 6.1555e-02
315 316 2.9576e-02 4.7530e-03 2.7486e-02 6.1555e-02
316 317 2.9576e-02 4.7530e-03 2.7486e-02 6.1555e-02
317 318 2.9576e-02 4.7530e-03 2.7486e-02 6.1555e-02
318 319 2.9576e-02 4.7530e-03 2.7486e-02 6.1555e-02
319 320 2.9576e-02 4.7530e-03 2.7486e-02 6.1555e-02
320 321 2.9576e-02 4.7530e-03 2.7486e-02 6.1555e-02
321 322 4.0411e-02 4.7530e-03 2.7518e-02 6.1958e-02
322 323 4.9324e+00 4.4558e+00 4.9274e+00 5.4807e+00
323 324 4.9521e+00 4.4664e+00 4.9309e+00 5.4825e+00
324 325 4.9521e+00 4.4664e+00 4.9309e+00 5.4825e+00
325 326 4.9521e+00 4.4664e+00 4.9309e+00 5.4825e+00
326 327 4.9521e+00 4.4664e+00 4.9309e+00 5.4825e+00
327 328 4.9521e+00 4.4664e+00 4.9309e+00 5.4825e+00
328 329 4.9521e+00 4.4664e+00 4.9309e+00 5.4825e+00
329 330 4.9521e+00 4.4664e+00 4.9309e+00 5.4825e+00
330 331 4.9521e+00 4.4664e+00 4.9309e+00 5.4825e+00
331 332 4.9521e+00 4.4664e+00 4.9309e+00 5.4825e+00
332 333 4.9521e+00 4.4664e+00 4.9309e+00 5.4825e+00
