# parameters
version_bit_string:13816762181795971082,seed:5489,burn_in:100000,num_iter:1000000,stats_thin:1000,block_penalty:50,prior_rate_mean:1,window_size:50,partition_length:4001,overlap_length:200,pade_resolution:10,pade_max:1000,max_lk_start:0.001,max_lk_resolution:0.001,num_snps:1001,num_snp_partitions:1,num_samps:1000
# left_snp right_snp mean p0.025 p0.500 p0.975
0 1 4.2784e+00 3.8092e+00 4.2740e+00 4.7610e+00
1 2 4.2784e+00 3.8092e+00 4.2740e+00 4.7610e+00
2 3 4.2784e+00 3.8092e+00 4.2740e+00 4.7610e+00
3 4 4.2784e+00 3.8092e+00 4.2740e+00 4.7610e+00
4 5 4.2784e+00 3.8092e+00 4.2740e+00 4.7610e+00
5 6 4.2784e+00 3.8092e+00 4.2740e+00 4.7610e+00
6 7 4.2784e+00 3.8092e+00 4.2740e+00 4.7610e+00
7 8 4.2784e+00 3.8092e+00 4.2740e+00 4.7610e+00
8 9 4.2784e+00 3.8092e+00 4.2740e+00 4.7610e+00
9 10 4.2784e+00 3.8092e+00 4.2740e+00 4.7610e+00
10 11 4.2784e+00 3.8092e+00 4.2740e+00 4.7610e+00
11 12 4.2784e+00 3.8092e+00 4.2740e+00 4.7610e+00
12 13 4.2784e+00 3.8092e+00 4.2740e+00 4.7610e+00
13 14 4.2784e+00 3.8092e+00 4.2740e+00 4.7610e+00
14 15 4.2784e+00 3.8092e+00 4.2740e+00 4.7610e+00
15 16 4.2784e+00 3.8092e+00 4.2740e+00 4.7610e+00
16 17 4.2784e+00 3.8092e+00 4.2740e+00 4.7610e+00
17 18 4.2784e+00 3.8092e+00 4.2740e+00 4.7610e+00
18 19 4.2784e+00 3.8092e+00 4.2740e+00 4.7610e+00
19 20 4.2784e+00 3.8092e+00 4.2740e+00 4.7610e+00
20 21 4.2784e+00 3.8092e+00 4.2740e+00 4.7610e+00
21 22 4.2784e+00 3.8092e+00 4.2740e+00 4.7610e+00
22 23 4.2784e+00 3.8092e+00 4.2740e+00 4.7610e+00
23 25 4.2784e+00 3.8092e+00 4.2740e+00 4.7610e+00
25 26 4.2784e+00 3.8092e+00 4.2740e+00 4.7610e+00
26 27 4.2784e+00 3.8092e+00 4.2740e+00 4.7610e+00
27 28 4.2784e+00 3.8092e+00 4.2740e+00 4.7610e+00
28 29 4.2784e+00 3.8092e+00 4.2740e+00 4.7610e+00
29 30 4.2784e+00 3.8092e+00 4.2740e+00 4.7610e+00
30 31 4.2784e+00 3.8092e+00 4.2740e+00 4.7610e+00
31 32 4.2784e+00 3.8092e+00 4.2740e+00 4.7610e+00
32 34 4.2784e+00 3.8092e+00 4.2740e+00 4.7610e+00
34 35 4.2784e+00 3.8092e+00 4.2740e+00 4.7610e+00
35 36 4.2784e+00 3.8092e+00 4.2740e+00 4.7610e+00
36 37 4.2784e+00 3.8092e+00 4.2740e+00 4.7610e+00
37 38 4.2784e+00 3.8092e+00 4.2740e+00 4.7610e+00
38 39 4.2784e+00 3.8092e+00 4.2740e+00 4.7610e+00
39 40 4.2784e+00 3.8092e+00 4.2740e+00 4.7610e+00
40 41 4.2784e+00 3.8092e+00 4.2740e+00 4.7610e+00
41 42 4.2784e+00 3.8092e+00 4.2740e+00 4.7610e+00
42 43 4.2784e+00 3.8092e+00 4.2740e+00 4.7610e+00
43 44 4.2784e+00 3.8092e+00 4.2740e+00 4.7610e+00
44 45 4.2784e+00 3.8092e+00 4.2740e+00 4.7610e+00
45 46 4.2784e+00 3.8092e+00 4.2740e+00 4.7610e+00
46 47 4.2784e+00 3.8092e+00 4.2740e+00 4.7610e+00
47 48 4.2784e+00 3.8092e+00 4.2740e+00 4.7610e+00
48 49 4.2784e+00 3.8092e+00 4.2740e+00 4.7610e+00
49 50 4.2784e+00 3.8092e+00 4.2740e+00 4.7610e+00
50 51 4.2784e+00 3.8092e+00 4.2740e+00 4.7610e+00
51 52 4.2784e+00 3.8092e+00 4.2740e+00 4.7610e+00
52 53 4.2784e+00 3.8092e+00 4.2740e+00 4.7610e+00
53 54 4.2784e+00 3.8092e+00 4.2740e+00 4.7610e+00
54 55 4.2784e+00 3.8092e+00 4.2740e+00 4.7610e+00
55 56 4.2784e+00 3.8092e+00 4.2740e+00 4.7610e+00
56 57 4.2784e+00 3.8092e+00 4.2740e+00 4.7610e+00
57 58 4.2784e+00 3.8092e+00 4.2740e+00 4.7610e+00
58 60 4.2784e+00 3.8092e+00 4.2740e+00 4.7610e+00
60 61 4.2784e+00 3.8092e+00 4.2740e+00 4.7610e+00
61 62 4.2784e+00 3.8092e+00 4.2740e+00 4.7610e+00
62 63 4.2784e+00 3.8092e+00 4.2740e+00 4.7610e+00
63 64 4.2784e+00 3.8092e+00 4.2740e+00 4.7610e+00
64 65 4.2784e+00 3.8092e+00 4.2740e+00 4.7610e+00
65 66 4.2784e+00 3.8092e+00 4.2740e+00 4.7610e+00
66 67 4.2784e+00 3.8092e+00 4.2740e+00 4.7610e+00
67 68 4.2784e+00 3.8092e+00 4.2740e+00 4.7610e+00
68 69 4.2784e+00 3.8092e+00 4.2740e+00 4.7610e+00
69 70 4.2784e+00 3.8092e+00 4.2740e+00 4.7610e+00
70 71 4.2784e+00 3.8092e+00 4.2740e+00 4.7610e+00
71 72 4.2784e+00 3.8092e+00 4.2740e+00 4.7610e+00
72 73 4.2784e+00 3.8092e+00 4.2740e+00 4.7610e+00
73 74 4.2784e+00 3.8092e+00 4.2740e+00 4.7610e+00
74 75 4.2784e+00 3.8092e+00 4.2740e+00 4.7610e+00
75 76 4.2784e+00 3.8092e+00 4.2740e+00 4.7610e+00
76 77 4.2784e+00 3.8092e+00 4.2740e+00 4.7610e+00
77 78 4.2784e+00 3.8092e+00 4.2740e+00 4.7610e+00
78 79 4.2784e+00 3.8092e+00 4.2740e+00 4.7610e+00
79 80 4.2784e+00 3.8092e+00 4.2740e+00 4.7610e+00
80 81 4.2784e+00 3.8092e+00 4.2740e+00 4.7610e+00
81 82 4.2784e+00 3.8092e+00 4.2740e+00 4.7610e+00
82 83 4.2784e+00 3.8092e+00 4.2740e+00 4.7610e+00
83 84 4.2784e+00 3.8092e+00 4.2740e+00 4.7610e+00
84 85 4.2784e+00 3.8092e+00 4.2740e+00 4.7610e+00
85 86 4.2784e+00 3.8092e+00 4.2740e+00 4.7610e+00
86 87 4.2784e+00 3.8092e+00 4.2740e+00 4.7610e+00
87 88 4.2784e+00 3.8092e+00 4.2740e+00 4.7610e+00
88 89 4.2784e+00 3.8092e+00 4.2740e+00 4.7610e+00
89 90 4.2784e+00 3.8092e+00 4.2740e+00 4.7610e+00
90 91 4.2784e+00 3.8092e+00 4.2740e+00 4.7610e+00
91 92 4.2784e+00 3.8092e+00 4.2740e+00 4.7610e+00
92 93 4.2784e+00 3.8092e+00 4.2740e+00 4.7610e+00
93 94 4.2784e+00 3.8092e+00 4.2740e+00 4.7610e+00
94 95 4.2784e+00 3.8092e+00 4.2740e+00 4.7610e+00
95 96 4.2784e+00 3.8092e+00 4.2740e+00 4.7610e+00
96 97 4.2784e+00 3.8092e+00 4.2740e+00 4.7610e+00
97 98 4.2784e+00 3.8092e+00 4.2740e+00 4.7610e+00
98 99 4.2784e+00 3.8092e+00 4.2740e+00 4.7610e+00
99 100 4.2784e+00 3.8092e+00 4.2740e+00 4.7610e+00
