# parameters
version_bit_string:13816762181795971082,seed:5489,burn_in:100000,num_iter:1000000,stats_thin:1000,block_penalty:50,prior_rate_mean:1,window_size:50,partition_length:4001,overlap_length:200,pade_resolution:10,pade_max:1000,max_lk_start:0.001,max_lk_resolution:0.001,num_snps:805,num_snp_partitions:1,num_samps:1000
# left_snp right_snp mean p0.025 p0.500 p0.975
0 1 9.2355e+00 8.5064e+00 9.1309e+00 9.9535e+00
1 2 9.2355e+00 8.5064e+00 9.1309e+00 9.9535e+00
2 3 9.2355e+00 8.5064e+00 9.1309e+00 9.9535e+00
3 4 9.2355e+00 8.5064e+00 9.1309e+00 9.9535e+00
4 5 9.2355e+00 8.5064e+00 9.1309e+00 9.9535e+00
5 6 9.2355e+00 8.5064e+00 9.1309e+00 9.9535e+00
6 7 9.2355e+00 8.5064e+00 9.1309e+00 9.9535e+00
7 8 9.2355e+00 8.5064e+00 9.1309e+00 9.9535e+00
8 9 9.2355e+00 8.5064e+00 9.1309e+00 9.9535e+00
9 10 9.2355e+00 8.5064e+00 9.1309e+00 9.9535e+00
10 11 9.2355e+00 8.5064e+00 9.1309e+00 9.9535e+00
11 12 9.2355e+00 8.5064e+00 9.1309e+00 9.9535e+00
12 13 9.2355e+00 8.5064e+00 9.1309e+00 9.9535e+00
13 14 9.2355e+00 8.5064e+00 9.1309e+00 9.9535e+00
14 15 9.2355e+00 8.5064e+00 9.1309e+00 9.9535e+00
15 16 9.2355e+00 8.5064e+00 9.1309e+00 9.9535e+00
16 17 9.2355e+00 8.5064e+00 9.1309e+00 9.9535e+00
17 18 9.2355e+00 8.5064e+00 9.1309e+00 9.9535e+00
18 19 9.2355e+00 8.5064e+00 9.1309e+00 9.9535e+00
19 20 9.2355e+00 8.5064e+00 9.1309e+00 9.9535e+00
20 21 9.2355e+00 8.5064e+00 9.1309e+00 9.9535e+00
21 22 9.2355e+00 8.5064e+00 9.1309e+00 9.9535e+00
22 23 9.2355e+00 8.5064e+00 9.1309e+00 9.9535e+00
23 24 9.2355e+00 8.5064e+00 9.1309e+00 9.9535e+00
24 25 9.2355e+00 8.5064e+00 9.1309e+00 9.9535e+00
25 26 9.2355e+00 8.5064e+00 9.1309e+00 9.9535e+00
26 27 9.2355e+00 8.5064e+00 9.1309e+00 9.9535e+00
27 28 9.2355e+00 8.5064e+00 9.1309e+00 9.9535e+00
28 29 9.2355e+00 8.5064e+00 9.1309e+00 9.9535e+00
29 30 9.2355e+00 8.5064e+00 9.1309e+00 9.9535e+00
30 31 9.2355e+00 8.5064e+00 9.1309e+00 9.9535e+00
31 32 9.2355e+00 8.5064e+00 9.1309e+00 9.9535e+00
32 33 9.2355e+00 8.5064e+00 9.1309e+00 9.9535e+00
33 34 9.2355e+00 8.5064e+00 9.1309e+00 9.9535e+00
34 35 9.2355e+00 8.5064e+00 9.1309e+00 9.9535e+00
35 36 9.2355e+00 8.5064e+00 9.1309e+00 9.9535e+00
36 37 9.2355e+00 8.5064e+00 9.1309e+00 9.9535e+00
37 38 9.2355e+00 8.5064e+00 9.1309e+00 9.9535e+00
38 39 9.2355e+00 8.5064e+00 9.1309e+00 9.9535e+00
39 40 9.2355e+00 8.5064e+00 9.1309e+00 9.9535e+00
40 41 9.2355e+00 8.5064e+00 9.1309e+00 9.9535e+00
41 42 9.2355e+00 8.5064e+00 9.1309e+00 9.9535e+00
42 44 9.2355e+00 8.5064e+00 9.1309e+00 9.9535e+00
44 45 9.2355e+00 8.5064e+00 9.1309e+00 9.9535e+00
45 46 9.2355e+00 8.5064e+00 9.1309e+00 9.9535e+00
46 47 9.2355e+00 8.5064e+00 9.1309e+00 9.9535e+00
47 48 9.2355e+00 8.5064e+00 9.1309e+00 9.9535e+00
48 49 9.2355e+00 8.5064e+00 9.1309e+00 9.9535e+00
49 50 9.2355e+00 8.5064e+00 9.1309e+00 9.9535e+00
50 51 9.2355e+00 8.5064e+00 9.1309e+00 9.9535e+00
51 52 9.2355e+00 8.5064e+00 9.1309e+00 9.9535e+00
52 53 9.2355e+00 8.5064e+00 9.1309e+00 9.9535e+00
53 54 9.2355e+00 8.5064e+00 9.1309e+00 9.9535e+00
54 55 9.2355e+00 8.5064e+00 9.1309e+00 9.9535e+00
55 56 9.2355e+00 8.5064e+00 9.1309e+00 9.9535e+00
56 57 9.2355e+00 8.5064e+00 9.1309e+00 9.9535e+00
57 59 9.2355e+00 8.5064e+00 9.1309e+00 9.9535e+00
59 60 9.2355e+00 8.5064e+00 9.1309e+00 9.9535e+00
60 61 9.2355e+00 8.5064e+00 9.1309e+00 9.9535e+00
61 62 9.2355e+00 8.5064e+00 9.1309e+00 9.9535e+00
62 63 9.2355e+00 8.5064e+00 9.1309e+00 9.9535e+00
63 64 9.2355e+00 8.5064e+00 9.1309e+00 9.9535e+00
64 65 9.2355e+00 8.5064e+00 9.1309e+00 9.9535e+00
65 66 9.2355e+00 8.5064e+00 9.1309e+00 9.9535e+00
66 68 9.2355e+00 8.5064e+00 9.1309e+00 9.9535e+00
68 69 9.2355e+00 8.5064e+00 9.1309e+00 9.9535e+00
69 70 9.2355e+00 8.5064e+00 9.1309e+00 9.9535e+00
70 71 9.2355e+00 8.5064e+00 9.1309e+00 9.9535e+00
71 72 9.2355e+00 8.5064e+00 9.1309e+00 9.9535e+00
72 73 9.2355e+00 8.5064e+00 9.1309e+00 9.9535e+00
73 74 9.2355e+00 8.5064e+00 9.1309e+00 9.9535e+00
