# parameters
version_bit_string:13816762181795971082,seed:5489,burn_in:100000,num_iter:1000000,stats_thin:1000,block_penalty:50,prior_rate_mean:1,window_size:50,partition_length:4001,overlap_length:200,pade_resolution:10,pade_max:1000,max_lk_start:0.001,max_lk_resolution:0.001,num_snps:626,num_snp_partitions:1,num_samps:1000
# left_snp right_snp mean p0.025 p0.500 p0.975
0 1 8.6435e+00 7.7731e+00 8.6319e+00 9.6466e+00
1 2 8.6435e+00 7.7731e+00 8.6319e+00 9.6466e+00
2 3 8.6435e+00 7.7731e+00 8.6319e+00 9.6466e+00
3 4 8.6435e+00 7.7731e+00 8.6319e+00 9.6466e+00
4 5 8.6435e+00 7.7731e+00 8.6319e+00 9.6466e+00
5 6 8.6435e+00 7.7731e+00 8.6319e+00 9.6466e+00
6 7 8.6435e+00 7.7731e+00 8.6319e+00 9.6466e+00
7 8 8.6435e+00 7.7731e+00 8.6319e+00 9.6466e+00
8 9 8.6435e+00 7.7731e+00 8.6319e+00 9.6466e+00
9 10 8.6435e+00 7.7731e+00 8.6319e+00 9.6466e+00
10 11 8.6435e+00 7.7731e+00 8.6319e+00 9.6466e+00
11 12 8.6435e+00 7.7731e+00 8.6319e+00 9.6466e+00
12 13 8.6435e+00 7.7731e+00 8.6319e+00 9.6466e+00
13 14 8.6435e+00 7.7731e+00 8.6319e+00 9.6466e+00
14 15 8.6435e+00 7.7731e+00 8.6319e+00 9.6466e+00
15 16 8.6435e+00 7.7731e+00 8.6319e+00 9.6466e+00
16 17 8.6435e+00 7.7731e+00 8.6319e+00 9.6466e+00
17 18 8.6435e+00 7.7731e+00 8.6319e+00 9.6466e+00
18 19 8.6435e+00 7.7731e+00 8.6319e+00 9.6466e+00
19 20 8.6435e+00 7.7731e+00 8.6319e+00 9.6466e+00
20 21 8.6435e+00 7.7731e+00 8.6319e+00 9.6466e+00
21 22 8.6435e+00 7.7731e+00 8.6319e+00 9.6466e+00
22 23 8.6435e+00 7.7731e+00 8.6319e+00 9.6466e+00
23 24 8.6435e+00 7.7731e+00 8.6319e+00 9.6466e+00
